# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr 26 16:51:28 2020
#
# User preference: *
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_name:        Planet Name
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_rade:        Planet Radius [Earth radii]
#
pl_hostname,pl_name,pl_dens,pl_eqt,pl_masse,pl_rade
Kepler-831,Kepler-831 b,,,,1.270
Kepler-832,Kepler-832 b,,,,2.060
Kepler-833,Kepler-833 b,,,,2.020
Kepler-834,Kepler-834 b,,,,2.020
Kepler-835,Kepler-835 b,,,,2.790
Kepler-836,Kepler-836 b,,,,2.730
Kepler-837,Kepler-837 b,,,,2.560
Kepler-838,Kepler-838 b,,,,2.730
Kepler-839,Kepler-839 b,,,,2.570
Kepler-84,Kepler-84 b,,,,2.230
Kepler-84,Kepler-84 c,,,,2.360
Kepler-84,Kepler-84 d,,,,1.380
Kepler-84,Kepler-84 e,,,,2.600
Kepler-84,Kepler-84 f,,,,2.200
Kepler-840,Kepler-840 b,,,,17.070
Kepler-841,Kepler-841 b,,,,5.230
Kepler-842,Kepler-842 b,,,,1.600
Kepler-843,Kepler-843 b,,,,2.590
Kepler-844,Kepler-844 b,,,,1.680
Kepler-845,Kepler-845 b,,,,2.040
Kepler-846,Kepler-846 b,,,,2.480
Kepler-847,Kepler-847 b,,,,1.180
Kepler-848,Kepler-848 b,,,,1.700
Kepler-849,Kepler-849 b,,,,7.140
Kepler-85,Kepler-85 b,,,,1.970
Kepler-85,Kepler-85 c,,,,2.180
Kepler-85,Kepler-85 d,,,,1.200
Kepler-85,Kepler-85 e,,,,1.270
Kepler-850,Kepler-850 b,,,,1.780
Kepler-851,Kepler-851 b,,,,1.680
Kepler-852,Kepler-852 b,,,,2.540
Kepler-853,Kepler-853 b,,,,1.690
Kepler-854,Kepler-854 b,,,,16.720
Kepler-855,Kepler-855 b,,,,8.350
Kepler-856,Kepler-856 b,,,,9.300
Kepler-857,Kepler-857 b,,,,6.800
Kepler-858,Kepler-858 b,,,,4.870
Kepler-859,Kepler-859 b,,,,3.090
Kepler-860,Kepler-860 b,,,,3.240
Kepler-861,Kepler-861 b,,,,2.280
Kepler-862,Kepler-862 b,,,,2.210
Kepler-863,Kepler-863 b,,,,2.900
Kepler-864,Kepler-864 b,,,,2.400
Kepler-865,Kepler-865 b,,,,2.490
Kepler-866,Kepler-866 b,,,,1.630
Kepler-867,Kepler-867 b,,,,4.640
Kepler-868,Kepler-868 b,,,,2.050
Kepler-869,Kepler-869 b,,,,3.610
Kepler-87,Kepler-87 b,0.72900,478,324.20000,13.490
Kepler-87,Kepler-87 c,0.15200,403,6.40000,6.140
Kepler-870,Kepler-870 b,,,,2.780
Kepler-871,Kepler-871 b,,,,3.740
Kepler-872,Kepler-872 b,,,,1.990
Kepler-873,Kepler-873 b,,,,3.750
Kepler-874,Kepler-874 b,,,,3.940
Kepler-875,Kepler-875 b,,,,2.900
Kepler-876,Kepler-876 b,,,,1.430
Kepler-877,Kepler-877 b,,,,2.120
Kepler-878,Kepler-878 b,,,,1.930
Kepler-879,Kepler-879 b,,,,2.570
Kepler-880,Kepler-880 b,,,,2.660
Kepler-881,Kepler-881 b,,,,1.780
Kepler-882,Kepler-882 b,,,,1.230
Kepler-883,Kepler-883 b,,,,1.780
Kepler-884,Kepler-884 b,,,,1.230
Kepler-885,Kepler-885 b,,,,2.500
Kepler-886,Kepler-886 b,,,,1.520
Kepler-887,Kepler-887 b,,,,1.840
Kepler-887,Kepler-887 c,,,,1.130
Kepler-888,Kepler-888 b,,,,1.760
Kepler-889,Kepler-889 b,,,,1.090
Kepler-890,Kepler-890 b,,,,8.890
Kepler-891,Kepler-891 b,,,,6.410
Kepler-892,Kepler-892 b,,,,2.810
Kepler-893,Kepler-893 b,,,,3.030
Kepler-894,Kepler-894 b,,,,2.780
Kepler-895,Kepler-895 b,,,,1.540
Kepler-896,Kepler-896 b,,,,2.530
Kepler-897,Kepler-897 b,,,,2.390
Kepler-898,Kepler-898 b,,,,1.490
Kepler-899,Kepler-899 b,,,,2.680
Kepler-9,Kepler-9 b,0.42000,,43.40000,8.290
Kepler-9,Kepler-9 c,0.31000,,29.90000,8.080
Kepler-9,Kepler-9 d,,2026,,1.640
KOI-351,Kepler-90 i,,709,,1.320
Kepler-900,Kepler-900 b,,,,2.080
Kepler-901,Kepler-901 b,,,,1.370
Kepler-902,Kepler-902 b,,,,2.540
Kepler-903,Kepler-903 b,,,,2.010
Kepler-903,Kepler-903 c,,,,2.530
Kepler-904,Kepler-904 b,,,,1.770
Kepler-905,Kepler-905 b,,,,1.410
Kepler-906,Kepler-906 b,,,,2.110
Kepler-907,Kepler-907 b,,,,1.200
Kepler-908,Kepler-908 b,,,,1.220
Kepler-909,Kepler-909 b,,,,1.470
Kepler-91,Kepler-91 b,0.40000,2040,257.44230,15.323
Kepler-910,Kepler-910 b,,,,0.820
Kepler-911,Kepler-911 b,,,,2.600
Kepler-912,Kepler-912 b,,,,2.800
Kepler-913,Kepler-913 b,,,,2.060
Kepler-914,Kepler-914 b,,,,1.380
Kepler-915,Kepler-915 b,,,,1.500
Kepler-916,Kepler-916 b,,,,1.760
Kepler-917,Kepler-917 b,,,,1.910
Kepler-918,Kepler-918 b,,,,1.740
Kepler-919,Kepler-919 b,,,,2.250
Kepler-92,Kepler-92 b,,,64.30000,3.510
Kepler-92,Kepler-92 c,,,6.10000,2.600
Kepler-92,Kepler-92 d,,,,2.067
Kepler-920,Kepler-920 b,,,,2.420
Kepler-920,Kepler-920 c,,,,3.800
Kepler-921,Kepler-921 b,,,,2.870
Kepler-922,Kepler-922 b,,,,1.420
Kepler-923,Kepler-923 b,,,,1.380
Kepler-924,Kepler-924 b,,,,3.070
Kepler-925,Kepler-925 b,,,,2.340
Kepler-926,Kepler-926 b,,,,2.310
Kepler-927,Kepler-927 b,,,,1.720
Kepler-928,Kepler-928 b,,,,1.590
Kepler-929,Kepler-929 b,,,,1.110
Kepler-93,Kepler-93 b,,,3.17830,1.569
Kepler-93,Kepler-93 c,,,954.00000,
Kepler-930,Kepler-930 b,,,,2.130
Kepler-931,Kepler-931 b,,,,1.330
Kepler-932,Kepler-932 b,,,,1.370
Kepler-933,Kepler-933 b,,,,2.460
Kepler-934,Kepler-934 b,,,,2.090
Kepler-935,Kepler-935 b,,,,1.350
Kepler-936,Kepler-936 b,,,,1.450
Kepler-937,Kepler-937 b,,,,3.720
Kepler-937,Kepler-937 c,,,,2.670
Kepler-938,Kepler-938 b,,,,2.220
Kepler-939,Kepler-939 b,,,,1.750
Kepler-94,Kepler-94 b,1.45000,,10.84000,3.510
Kepler-94,Kepler-94 c,,,3126.00000,
Kepler-940,Kepler-940 b,,,,3.340
Kepler-941,Kepler-941 b,,,,3.080
Kepler-942,Kepler-942 b,,,,2.130
Kepler-943,Kepler-943 b,,,,5.930
Kepler-944,Kepler-944 b,,,,2.630
Kepler-945,Kepler-945 b,,,,2.630
Kepler-946,Kepler-946 b,,,,1.930
Kepler-947,Kepler-947 b,,,,2.280
Kepler-948,Kepler-948 b,,,,1.850
Kepler-949,Kepler-949 b,,,,2.910
Kepler-95,Kepler-95 b,1.71000,,13.00000,3.420
Kepler-950,Kepler-950 b,,,,8.980
Kepler-951,Kepler-951 b,,,,5.590
Kepler-952,Kepler-952 b,,,,7.650
Kepler-953,Kepler-953 b,,,,4.210
Kepler-953,Kepler-953 c,,,,1.190
Kepler-954,Kepler-954 b,,,,2.320
Kepler-955,Kepler-955 b,,,,3.130
Kepler-956,Kepler-956 b,,,,3.000
Kepler-957,Kepler-957 b,,,,5.500
Kepler-958,Kepler-958 b,,,,2.060
Kepler-959,Kepler-959 b,,,,4.380
Kepler-96,Kepler-96 b,2.26000,,8.46000,2.670
Kepler-960,Kepler-960 b,,,,2.290
Kepler-961,Kepler-961 b,,,,2.550
Kepler-962,Kepler-962 b,,,,1.970
Kepler-963,Kepler-963 b,,,,2.660
Kepler-964,Kepler-964 b,,,,2.120
Kepler-965,Kepler-965 b,,,,3.380
Kepler-966,Kepler-966 b,,,,4.130
Kepler-967,Kepler-967 b,,,,2.350
Kepler-967,Kepler-967 c,,,,3.650
Kepler-968,Kepler-968 b,,,,2.000
Kepler-968,Kepler-968 c,,,,1.690
Kepler-969,Kepler-969 b,,,,2.070
Kepler-969,Kepler-969 c,,,,0.990
Kepler-97,Kepler-97 b,5.44000,,3.51000,1.480
Kepler-97,Kepler-97 c,,,344.00000,
Kepler-970,Kepler-970 b,,,,2.770
Kepler-971,Kepler-971 b,,,,2.130
Kepler-972,Kepler-972 b,,,,4.650
Kepler-973,Kepler-973 b,,,,1.960
Kepler-974,Kepler-974 b,,,,1.570
Kepler-975,Kepler-975 b,,,,1.480
Kepler-976,Kepler-976 b,,,,3.960
Kepler-977,Kepler-977 b,,,,2.620
Kepler-978,Kepler-978 b,,,,2.990
Kepler-979,Kepler-979 b,,,,2.720
Kepler-98,Kepler-98 b,2.18000,,3.55000,1.990
Kepler-980,Kepler-980 b,,,,2.670
Kepler-981,Kepler-981 b,,,,2.310
Kepler-982,Kepler-982 b,,,,2.250
Kepler-983,Kepler-983 b,,,,2.360
Kepler-984,Kepler-984 b,,,,2.120
Kepler-985,Kepler-985 b,,,,2.980
Kepler-986,Kepler-986 b,,,,2.360
Kepler-987,Kepler-987 b,,,,3.260
Kepler-988,Kepler-988 b,,,,2.070
Kepler-989,Kepler-989 b,,,,2.210
Kepler-99,Kepler-99 b,10.90000,,6.15000,1.480
Kepler-990,Kepler-990 b,,,,2.600
Kepler-990,Kepler-990 c,,,,1.530
Kepler-991,Kepler-991 b,,,,2.540
Kepler-992,Kepler-992 b,,,,1.620
Kepler-993,Kepler-993 b,,,,2.970
Kepler-994,Kepler-994 b,,,,1.600
Kepler-995,Kepler-995 b,,,,2.700
Kepler-996,Kepler-996 b,,,,1.980
Kepler-997,Kepler-997 b,,,,1.360
Kepler-998,Kepler-998 b,,,,2.320
Kepler-999,Kepler-999 b,,,,2.340
L 168-9,L 168-9 b,9.60000,965,4.60000,1.390
L 98-59,L 98-59 b,12.70000,610,1.01000,0.800
L 98-59,L 98-59 c,5.40000,517,2.42000,1.350
L 98-59,L 98-59 d,3.30000,409,2.31000,1.570
LHS 1140,LHS 1140 b,7.50000,235,6.98000,1.727
LHS 1140,LHS 1140 c,4.70000,438,1.81000,1.282
LHS 1815,LHS 1815 b,,617,8.70000,1.088
LHS 3844,LHS 3844 b,,805,,1.303
LP 791-18,LP 791-18 b,,650,,1.120
LP 791-18,LP 791-18 c,,370,,2.310
LSPM J2116+0234,LSPM J2116+0234 b,,,,
LTT 1445 A,LTT 1445 A b,4.40000,433,2.20000,1.380
LkCa 15,LkCa 15 b,,,,
LkCa 15,LkCa 15 c,,,,
Lupus-TR-3,Lupus-TR-3 b,1.40000,,257.43100,9.976
MASCARA-1,MASCARA-1 b,1.50000,2570,1175.97100,16.814
MASCARA-4,MASCARA-4 b,,2100,985.27300,17.150
MOA-2007-BLG-192L,MOA-2007-BLG-192L b,,,3.30000,
MOA-2007-BLG-400L,MOA-2007-BLG-400L b,,103,263.79000,
MOA-2008-BLG-310L,MOA-2008-BLG-310L b,,,23.40000,
MOA-2008-BLG-379L,MOA-2008-BLG-379L b,,,1303.10300,
MOA-2009-BLG-266L,MOA-2009-BLG-266L b,,,10.40000,
MOA-2009-BLG-319L,MOA-2009-BLG-319L b,,,50.00000,
MOA-2009-BLG-387L,MOA-2009-BLG-387L b,,,826.35800,
MOA-2010-BLG-073L,MOA-2010-BLG-073L b,,,3496.00000,
MOA-2010-BLG-117L,MOA-2010-BLG-117L b,,,171.62820,
MOA-2010-BLG-328L,MOA-2010-BLG-328L b,,,9.20000,
MOA-2010-BLG-353L,MOA-2010-BLG-353L b,,,85.81410,
MOA-2010-BLG-477L,MOA-2010-BLG-477L b,,,476.70000,
MOA-2011-BLG-028L,MOA-2011-BLG-028L b,,,30.00000,
MOA-2011-BLG-262L,MOA-2011-BLG-262L b,,,17.00000,
MOA-2011-BLG-291L,MOA-2011-BLG-291L b,,,18.00000,
MOA-2011-BLG-293L,MOA-2011-BLG-293L b,,,1525.50000,
MOA-2011-BLG-322L,MOA-2011-BLG-322L b,,,3686.70000,
MOA-2012-BLG-006L,MOA-2012-BLG-006L b,,,2669.77200,
MOA-2012-BLG-505L,MOA-2012-BLG-505L b,,,6.70000,
MOA-2013-BLG-605L,MOA-2013-BLG-605L b,,,3.20000,
MOA-2015-BLG-337L,MOA-2015-BLG-337L b,,,33.70000,
MOA-2016-BLG-227L,MOA-2016-BLG-227L b,,,889.92400,
MOA-2016-BLG-319L,MOA-2016-BLG-319L b,,,197.05460,
MOA-bin-1L,MOA-bin-1L b,,,1175.90000,
MOA-bin-29,MOA-bin-29 b,,,190.69800,
MXB 1658-298,MXB 1658-298 b,,,7532.57100,
NGC 2682 Sand 364,NGC 2682 Sand 364 b,,,,
NGC 2682 Sand 978,NGC 2682 Sand 978 b,,,,
NGC 2682 YBP 1194,NGC 2682 YBP 1194 b,,,,
NGC 2682 YBP 1514,NGC 2682 YBP 1514 b,,,,
NGC 2682 YBP 401,NGC 2682 YBP 401 b,,,,
NGTS-1,NGTS-1 b,0.42000,790,258.07796,14.908
NGTS-10,NGTS-10 b,1.43000,1332,687.14846,13.507
NGTS-2,NGTS-2 b,0.22600,1468,235.19420,17.878
NGTS-3 A,NGTS-3 A b,0.31000,,756.43540,16.589
NGTS-4,NGTS-4 b,3.45000,1650,20.60000,3.180
NGTS-5,NGTS-5 b,,952,72.78307,12.733
NGTS-6,NGTS-6 b,0.71100,1284,425.57437,14.863
NGTS-8,NGTS-8 b,0.89000,1345,295.58190,12.218
NGTS-9,NGTS-9 b,2.93000,1448,921.70700,11.994
NN Ser,NN Ser c,,,2329.60000,
NN Ser,NN Ser d,,,731.00000,
NSVS 14256825,NSVS 14256825 b,,,,
NY Vir,NY Vir b,,,,
NY Vir,NY Vir c,,,,
OGLE-2003-BLG-235L,OGLE-2003-BLG-235L b,,,826.35800,
OGLE-2005-BLG-071L,OGLE-2005-BLG-071L b,,55,1207.70000,
OGLE-2005-BLG-169L,OGLE-2005-BLG-169L b,,,14.10000,
OGLE-2005-BLG-390L,OGLE-2005-BLG-390L b,,50,5.50000,
OGLE-2006-BLG-109L,OGLE-2006-BLG-109L b,,,231.00000,
OGLE-2006-BLG-109L,OGLE-2006-BLG-109L c,,,86.00000,
OGLE-2007-BLG-349L A,OGLE-2007-BLG-349L AB c,,,80.00000,
OGLE-2007-BLG-368L,OGLE-2007-BLG-368L b,,,20.00000,
OGLE-2008-BLG-092L,OGLE-2008-BLG-092L b,,,56.60000,
OGLE-2008-BLG-355L,OGLE-2008-BLG-355L b,,,1462.00000,
OGLE-2011-BLG-0173L,OGLE-2011-BLG-0173L b,,,60.38770,
OGLE-2011-BLG-0251L,OGLE-2011-BLG-0251L b,,,168.44000,
OGLE-2011-BLG-0265L,OGLE-2011-BLG-0265L b,,,279.68000,
OGLE-2012-BLG-0026L,OGLE-2012-BLG-0026L b,,,46.08535,
OGLE-2012-BLG-0026L,OGLE-2012-BLG-0026L c,,,273.33380,
OGLE-2012-BLG-0358L,OGLE-2012-BLG-0358L b,,,587.96000,
OGLE-2012-BLG-0406L,OGLE-2012-BLG-0406L b,,,867.64000,
OGLE-2012-BLG-0563L,OGLE-2012-BLG-0563L b,,,123.00000,
OGLE-2012-BLG-0724L,OGLE-2012-BLG-0724L b,,,149.38010,
OGLE-2012-BLG-0950L,OGLE-2012-BLG-0950L b,,,35.00000,
OGLE-2013-BLG-0102L,OGLE-2013-BLG-0102L b,,,3994.48600,
OGLE-2013-BLG-0132L,OGLE-2013-BLG-0132L b,,,92.17070,
OGLE-2013-BLG-0341L B,OGLE-2013-BLG-0341L B b,,,1.66000,
OGLE-2013-BLG-0911L,OGLE-2013-BLG-0911L b,,,3022.56330,
OGLE-2013-BLG-1721L,OGLE-2013-BLG-1721L b,,,203.41120,
OGLE-2013-BLG-1761L,OGLE-2013-BLG-1761L b,,,858.14100,
OGLE-2014-BLG-0124L,OGLE-2014-BLG-0124L b,,,162.09000,
OGLE-2014-BLG-0676L,OGLE-2014-BLG-0676L b,,,982.09470,
OGLE-2014-BLG-1722L,OGLE-2014-BLG-1722L b,,,55.30000,
OGLE-2014-BLG-1722L,OGLE-2014-BLG-1722L c,,,83.70000,
OGLE-2014-BLG-1760L,OGLE-2014-BLG-1760L b,,,177.98480,
OGLE-2015-BLG-0051L,OGLE-2015-BLG-0051L b,,,228.83760,
OGLE-2015-BLG-0954L,OGLE-2015-BLG-0954L b,,,1080.62200,
OGLE-2015-BLG-0966L,OGLE-2015-BLG-0966L b,,,21.00000,
OGLE-2015-BLG-1649L,OGLE-2015-BLG-1649L b,,,807.28820,
OGLE-2015-BLG-1670L,OGLE-2015-BLG-1670L b,,,17.90000,
OGLE-2016-BLG-0263L,OGLE-2016-BLG-0263L b,,,1303.10300,
OGLE-2016-BLG-0613L AB,OGLE-2016-BLG-0613L AB b,,,1328.52940,
OGLE-2016-BLG-1067L,OGLE-2016-BLG-1067L b,,,136.66690,
OGLE-2016-BLG-1190L,OGLE-2016-BLG-1190L b,,,4252.56540,
OGLE-2016-BLG-1195L,OGLE-2016-BLG-1195L b,,,1.43000,
OGLE-2016-BLG-1227L,OGLE-2016-BLG-1227L b,,,251.08570,
OGLE-2017-BLG-0173L,OGLE-2017-BLG-0173L b,,,3.26900,
OGLE-2017-BLG-0373L,OGLE-2017-BLG-0373L b,,,127.44983,
OGLE-2017-BLG-0482L,OGLE-2017-BLG-0482L b,,,9.00000,
OGLE-2017-BLG-1140L,OGLE-2017-BLG-1140L b,,,505.34970,
OGLE-2017-BLG-1434L,OGLE-2017-BLG-1434L b,,,4.44962,
OGLE-2017-BLG-1522L,OGLE-2017-BLG-1522L b,,,238.37250,
OGLE-2018-BLG-0596L,OGLE-2018-BLG-0596L b,,,13.93000,
OGLE-2018-BLG-0740L,OGLE-2018-BLG-0740L b,,,1525.58400,
OGLE-2018-BLG-1011L,OGLE-2018-BLG-1011L b,,,572.09400,
OGLE-2018-BLG-1011L,OGLE-2018-BLG-1011L c,,,889.92400,
OGLE-TR-056,OGLE-TR-056 b,0.68000,2212,441.77000,15.278
OGLE-TR-10,OGLE-TR-10 b,0.40000,,197.04600,14.011
OGLE-TR-111,OGLE-TR-111 b,,,,11.422
OGLE-TR-113,OGLE-TR-113 b,1.20000,,400.44900,12.251
OGLE-TR-132,OGLE-TR-132 b,0.85000,2013,375.02000,13.450
OGLE-TR-182,OGLE-TR-182 b,,,320.99500,12.666
OGLE-TR-211,OGLE-TR-211 b,,,327.35100,15.244
OGLE2-TR-L9,OGLE2-TR-L9 b,,,1430.17500,18.046
Oph 11,Oph 11 b,,2175,4449.62000,
PDS 70,PDS 70 b,,1200,2542.64000,14.572
PDS 70,PDS 70 c,,,,
PH1,PH1 b,,481,169.00000,6.180
PH2,PH2 b,,281,,10.120
POTS-1,POTS-1 b,,,734.16000,10.548
PSR B0329+54,PSR B0329+54 b,,,,
PSR B1257+12,PSR B1257+12 b,,,0.02000,
PSR B1257+12,PSR B1257+12 c,,,4.30000,
PSR B1257+12,PSR B1257+12 d,,,3.90000,
PSR B1620-26,PSR B1620-26 b,,,794.57500,
PSR J1719-1438,PSR J1719-1438 b,23.00000,,382.80000,
PSR J2322-2650,PSR J2322-2650 b,1.84000,,,
Pr0201,Pr0201 b,,,,
Pr0211,Pr0211 b,,,,
Pr0211,Pr0211 c,,,,
Proxima Cen,Proxima Cen b,,234,,
Qatar-1,Qatar-1 b,1.07600,1418,411.27202,12.812
Qatar-10,Qatar-10 b,0.24800,1955,233.92288,17.295
Qatar-2,Qatar-2 b,1.57300,1344,792.63500,14.056
Qatar-3,Qatar-3 b,4.00000,1681,1369.84730,12.285
Qatar-4,Qatar-4 b,5.10000,1385,1938.76300,12.722
Qatar-5,Qatar-5 b,3.95000,1415,1373.02560,12.408
Qatar-6,Qatar-6 b,,1006,212.31044,11.904
Qatar-7,Qatar-7 b,0.50200,2053,597.52040,19.055
Qatar-8,Qatar-8 b,0.21600,1457,117.91493,14.404
Qatar-9,Qatar-9 b,1.43000,1134,378.21770,11.310
ROXs 12,ROXs 12 b,,,5085.00000,
ROXs 42 B,ROXs 42 B b,,1975,2860.00000,
RR Cae,RR Cae b,,,,
Ross 128,Ross 128 b,,301,,
Ross 458,Ross 458 c,,,1997.59000,13.675
SR 12 AB,SR 12 AB c,,,4131.62000,
SWEEPS-11,SWEEPS-11 b,,,3082.82000,12.666
SWEEPS-4,SWEEPS-4 b,,,1207.70000,9.079
TAP 26,TAP 26 b,,,,
TCP J05074264+2447555,TCP J05074264+2447555 b,,,9.20000,
TOI-1130,TOI-1130 b,,810,,3.650
TOI-1130,TOI-1130 c,0.38000,637,309.56642,16.814
TOI-125,TOI-125 b,2.57000,1037,9.50000,2.726
TOI-125,TOI-125 c,1.73000,828,6.63000,2.759
TOI-125,TOI-125 d,2.98000,638,13.60000,2.930
TOI-132,TOI-132 b,3.08000,1395,22.40000,3.420
TOI-150,TOI-150.01,1.68000,1405,797.75330,14.067
TOI-163,TOI-163 b,0.49000,1669,387.75260,16.690
TOI-172,TOI-172 b,7.53000,1198,1722.63860,10.817
TOI-216,TOI-216.01,0.76000,497,200.00000,11.290
TOI-216,TOI-216.02,0.34000,628,30.00000,7.690
TOI-270,TOI-270 b,,528,,1.247
TOI-270,TOI-270 c,,424,,2.420
TOI-270,TOI-270 d,,340,,2.130
TOI-813,TOI-813 b,,610,,6.710
TRAPPIST-1,TRAPPIST-1 b,3.60000,400,0.85000,1.086
TRAPPIST-1,TRAPPIST-1 c,6.45000,342,1.38000,1.056
TRAPPIST-1,TRAPPIST-1 d,4.90000,288,0.41000,0.772
TRAPPIST-1,TRAPPIST-1 e,4.40000,251,0.62000,0.918
TRAPPIST-1,TRAPPIST-1 f,3.30000,219,0.68000,1.045
TRAPPIST-1,TRAPPIST-1 g,5.20000,199,1.34000,1.127
TRAPPIST-1,TRAPPIST-1 h,,173,,0.752
TYC 1422-614-1,TYC 1422-614-1 b,,,,
TYC 1422-614-1,TYC 1422-614-1 c,,,,
TYC 3318-01333-1,TYC 3318-01333-1 b,,,,
TYC 3667-1280-1,TYC 3667-1280-1 b,,1350,,
TYC 4282-00605-1,TYC 4282-00605-1 b,,,,
TYC 8998-760-1,TYC 8998-760-1 b,,,4449.62000,
Teegarden's Star,Teegarden's Star b,,,,
Teegarden's Star,Teegarden's Star c,,,,
TrES-1,TrES-1 b,,,266.97720,12.666
TrES-2,TrES-2 b,,,473.56670,15.244
TrES-3,TrES-3 b,0.99400,,607.03000,14.975
TrES-4,TrES-4 b,,,247.90740,18.046
TrES-5,TrES-5 b,1.31000,1480,568.91570,13.384
UKIRT-2017-BLG-001L,UKIRT-2017-BLG-001L b,,,406.82240,
USco CTIO 108,USco CTIO 108 b,,,4449.62000,
USco1556 A,USco1556 b,,2240,4767.45000,
USco1621 A,USco1621 b,,2270,5085.28000,
UZ For,UZ For b,,,2002.20000,
UZ For,UZ For c,,,2447.20000,
V0391 Peg,V0391 Peg b,,,,
V1298 Tau,V1298 Tau b,,677,,10.270
V1298 Tau,V1298 Tau c,,968,,5.590
V1298 Tau,V1298 Tau d,,845,,6.410
V1298 Tau,V1298 Tau e,,492,,8.740
V830 Tau,V830 Tau b,,,222.48100,
VHS J125601.92-125723.9,VHS J125601.92-125723.9 b,,,3559.69600,
WASP-1,WASP-1 b,0.34800,,271.41500,16.623
WASP-10,WASP-10 b,4.14000,1370,1001.12000,12.106
WASP-100,WASP-100 b,,,400.46580,14.908
WASP-101,WASP-101 b,,,162.09330,16.029
WASP-103,WASP-103 b,0.55000,2508,473.54700,17.127
WASP-104,WASP-104 b,1.07400,1516,404.26300,12.745
WASP-105,WASP-105 b,2.65000,900,572.09400,10.761
WASP-106,WASP-106 b,,,514.88460,11.433
WASP-107,WASP-107 b,0.19000,770,38.13960,10.536
WASP-11,WASP-11 b,,,251.08570,12.442
WASP-113,WASP-113 b,0.22800,1496,150.96925,15.793
WASP-114,WASP-114 b,0.97000,2043,562.24127,15.009
WASP-117,WASP-117 b,,,95.34900,11.882
WASP-118,WASP-118 b,0.23300,1729,163.36462,16.141
WASP-119,WASP-119 b,0.70000,1600,390.93090,15.693
WASP-12,WASP-12 b,0.26700,2593,465.62095,21.712
WASP-120,WASP-120 b,2.00000,1880,1541.47550,16.511
WASP-121,WASP-121 b,0.24300,2358,375.99289,20.905
WASP-123,WASP-123 b,0.52100,1520,285.72917,14.773
WASP-124,WASP-124 b,0.43000,1400,190.69800,13.899
WASP-126,WASP-126 b,,,90.30000,
WASP-126,WASP-126 c,,,64.20000,
WASP-127,WASP-127 b,0.09000,1400,57.20940,15.356
WASP-129,WASP-129 b,1.60000,1100,317.83000,10.424
WASP-13,WASP-13 b,,,114.41880,13.675
WASP-130,WASP-130 b,2.34000,833,390.93090,9.976
WASP-131,WASP-131 b,0.20000,1460,85.81410,13.675
WASP-132,WASP-132 b,0.84000,763,130.31030,9.752
WASP-133,WASP-133 b,0.88000,1790,368.68280,13.563
WASP-135,WASP-135 b,1.16000,,603.87700,14.572
WASP-136,WASP-136 b,0.77300,1742,479.92330,15.468
WASP-138,WASP-138 b,1.20000,1590,387.75260,12.218
WASP-139,WASP-139 b,0.31000,910,37.18611,8.967
WASP-14,WASP-14 b,,,2809.61720,15.468
WASP-140,WASP-140 b,1.10000,1320,775.50520,16.141
WASP-141,WASP-141 b,1.98000,1540,854.96270,13.563
WASP-142,WASP-142 b,0.31000,2000,266.97720,17.150
WASP-144,WASP-144 b,0.95000,1260,139.84520,9.528
WASP-145 A,WASP-145 A b,1.60000,1200,282.86870,10.088
WASP-147,WASP-147 b,0.26300,1404,87.40325,12.498
WASP-15,WASP-15 b,,,171.62820,15.805
WASP-151,WASP-151 b,0.29000,1290,98.52730,12.666
WASP-153,WASP-153 b,0.15000,1700,123.95370,17.374
WASP-156,WASP-156 b,1.30000,970,40.68224,5.717
WASP-157,WASP-157 b,,1193,,11.190
WASP-158,WASP-158 b,3.10000,1590,886.74570,11.994
WASP-159,WASP-159 b,0.28000,1850,174.80650,15.468
WASP-16,WASP-16 b,,,394.10920,13.675
WASP-160 B,WASP-160 B b,0.28400,1119,88.35674,12.218
WASP-161,WASP-161 b,2.20000,1557,791.39670,12.812
WASP-162,WASP-162 b,6.90000,910,1652.71600,11.209
WASP-163,WASP-163 b,1.42000,1638,594.34210,13.473
WASP-164,WASP-164 b,1.96000,1610,676.97790,12.644
WASP-165,WASP-165 b,0.44000,1624,209.13214,14.123
WASP-166,WASP-166 b,0.54000,1270,32.10083,7.062
WASP-167,WASP-167 b,,2329,2542.64000,17.710
WASP-168,WASP-168 b,0.16000,1340,133.48860,16.814
WASP-169,WASP-169 b,0.33000,1604,178.30263,14.617
WASP-17,WASP-17 b,,,247.90740,20.961
WASP-170,WASP-170 b,1.60000,1422,508.52800,12.285
WASP-171,WASP-171 b,1.50000,1642,344.52772,10.985
WASP-172,WASP-172 b,0.16000,1740,149.38010,17.598
WASP-173 A,WASP-173 A b,2.84000,1880,1172.79270,13.451
WASP-174,WASP-174 b,,1490,413.17900,14.572
WASP-175,WASP-175 b,0.74000,1571,314.65170,13.540
WASP-177,WASP-177 b,0.17200,1142,161.45764,17.710
WASP-178,WASP-178 b,0.37000,2470,527.59780,20.288
WASP-18,WASP-18 b,,,3314.82000,
WASP-18,WASP-18 c,,,55.20000,
WASP-180 A,WASP-180 A b,0.61000,1540,286.04700,13.899
